period,CDEP,rfrom,CDES,rto,numCar,Time,iDest,iFlights,allFlights,DESpopK,DESgdpM,popK
2019Q1,FR,FR,BE,BE,31,6.9,0.926,5.29,5.29,11354.7,369017,49967.2
2019Q1,HR,HR,BE,BE,14,8.1,0.211,9,9,11355.3,369016,3537.1
2019Q1,HU,HU,BE,BE,20,8.2,0.712,17.43,17.43,11354.3,369018,8196.5
2019Q1,LT,LT,BE,BE,13,9.1,0.169,11.9,11.9,11354.3,369015,2848.5
2019Q1,LV,LV,BE,BE,8,9,0.443,10.51,10.51,11354.7,369017,1950.6
2019Q1,MT,MT,BE,BE,10,8.5,0.123,10.79,10.79,11353,369015,460.3
2019Q1,PL,PL,BE,BE,16,8.3,0.658,16.16,16.16,11355.8,369015,39687.6
2019Q1,PT,PT,BE,BE,20,8.6,0.869,22.71,22.71,11353.9,369015,9672
2019Q1,RO,RO,BE,BE,15,9.2,0.227,8.65,8.65,11355.9,369014,17609.1
2019Q1,SE,SE,BE,BE,16,7.6,1.277,13.85,13.85,11352.1,369015,9137.9
2019Q1,SI,SI,BE,BE,14,8.4,0.196,20.26,20.26,11354,369017,2066.1
2019Q1,SK,SK,BE,BE,15,8,2.353,8.33,8.33,11354.8,369015,4156.2
2019Q1,BE,BE,BE,BE,3,4.6,0.002,0.01,0.01,4516.6,140564,4516.8
2019Q1,BE,BE,BG,BG,22,9.1,0.027,9.61,9.61,5041.6,29879,11353.6
2019Q1,DE,DE,BG,BG,26,9.3,0.108,7.92,7.92,5042.9,29879,79581.7
2019Q1,ES,ES,BG,BG,19,10.2,0.011,1.5,1.5,3633.8,24215,42014.3
2019Q1,FR,FR,BG,BG,23,9.7,0.054,3.16,3.16,5042.6,29878,48215.4
2019Q1,IT,IT,BG,BG,21,9.5,0.031,4.16,4.16,5043.2,29879,60103.6
2019Q1,NL,NL,BG,BG,23,9.4,0.049,10.06,10.06,5041.3,29878,15855.7
2019Q1,GB,GB,BG,BG,24,9.3,0.115,5.09,5.09,7104.2,38094,66953.2
2019Q1,AT,AT,BG,BG,19,8,0.241,3.16,3.16,4954.1,29622,8774.4
2019Q1,BG,BG,BG,BG,6,5.3,0.067,0.51,0.51,4953.1,29622,4954.4
2019Q1,CY,CY,BG,BG,6,7.3,0.018,0.76,0.76,4802.1,29222,854.9
2019Q1,CZ,CZ,BG,BG,12,9.5,0.018,1.95,1.95,3544.3,23959,8071.4
2019Q1,DK,DK,BG,BG,13,9.9,0.007,4.04,4.04,4953.5,29623,5669.7
2019Q1,EE,EE,BG,BG,7,11.3,NA,1.68,1.68,3393.1,23559,1001.5
2019Q1,GR,GR,BG,BG,13,6.6,0.514,1.13,1.13,6290.4,34942,9228.5
2019Q1,FI,FI,BG,BG,14,11.3,0.005,1.34,1.34,4954,29621,3114.3
2019Q1,HR,HR,BG,BG,7,8.7,NA,2.07,2.07,4802.9,29222,3317.9
2019Q1,HU,HU,BG,BG,16,8.4,0.174,0.79,0.79,4954,29621,8539
2019Q1,IE,IE,BG,BG,8,10.1,0.013,1.69,1.69,3393.7,23559,3292
2019Q1,LT,LT,BG,BG,9,11.2,NA,2.44,2.44,4802.3,29221,2389.9
2019Q1,LU,LU,BG,BG,9,8.9,0.003,5.21,5.21,4802,29222,590.7
2019Q1,LV,LV,BG,BG,7,11.1,NA,2.84,2.84,4803.1,29223,1704.2
2019Q1,MT,MT,BG,BG,7,7.4,0.003,0.3,0.3,4803.4,29223,460.3
2019Q1,PL,PL,BG,BG,10,9.4,0.178,2.91,2.91,4954.3,29622,37574.6
2019Q1,PT,PT,BG,BG,16,11.6,0.005,2.87,2.87,4880.6,29278,9448.2
2019Q1,RO,RO,BG,BG,9,7.1,0.146,0.48,0.48,4953.7,29622,17673.7
2019Q1,SE,SE,BG,BG,15,10.3,0.007,3.86,3.86,4954.2,29623,8890.9
2019Q1,SI,SI,BG,BG,11,9.1,0.006,4.43,4.43,4802.7,29221,2066.2
2019Q1,SK,SK,BG,BG,13,8.1,0.277,1.19,1.19,4954.3,29621,5435.6
2019Q1,AT,AT,CY,CY,7,9.4,0.024,2.64,2.64,854.8,17979,8774.9
2019Q1,BE,BE,CY,CY,11,11,0.003,7.66,7.66,854.9,17979,11352.4
2019Q1,BG,BG,CY,CY,6,7.5,0.016,0.99,0.99,854.9,17979,4803.3
2019Q1,CZ,CZ,CY,CY,7,10,0.003,2.29,2.29,854.9,17979,6308.9
2019Q1,DE,DE,CY,CY,17,11,0.015,6.12,6.12,854.9,17979,78480.2
2019Q1,DK,DK,CY,CY,9,10.4,0.001,2.51,2.51,854.8,17979,5083.8
2019Q1,EE,EE,CY,CY,4,13.4,NA,1.63,1.63,854.8,17979,1001.9
2019Q1,GR,GR,CY,CY,3,5.6,0.641,5.08,5.08,854.9,17979,6545
2019Q1,ES,ES,CY,CY,8,12.7,NA,1.39,1.39,854.9,17979,20626.3
2019Q1,FI,FI,CY,CY,10,13.1,0.003,1.65,1.65,854.9,17979,2043
2019Q1,FR,FR,CY,CY,13,11.7,0.006,2.46,2.46,854.9,17979,39229.1
2019Q1,HR,HR,CY,CY,4,10.2,NA,1.7,1.7,854.9,17979,2819.6
2019Q1,HU,HU,CY,CY,6,9.9,0.009,1.25,1.25,854.9,17979,7102.3
2019Q1,IE,IE,CY,CY,2,11.6,NA,0.9,0.9,854.9,17979,3292.1
2019Q1,IT,IT,CY,CY,13,11.3,0.003,3.97,3.97,854.8,17979,48054.6
2019Q1,LT,LT,CY,CY,5,11.8,0.003,1.67,1.67,854.8,17979,2145.9
2019Q1,LU,LU,CY,CY,3,9.9,NA,2.14,2.14,854.8,17979,590.7
2019Q1,LV,LV,CY,CY,4,12,0.003,2.37,2.37,854.8,17979,1703.9
2019Q1,MT,MT,CY,CY,2,6.2,0.036,1.14,1.14,854.9,17979,460.4
2019Q1,NL,NL,CY,CY,13,11.2,0.006,8.21,8.21,854.9,17979,15855.1
2019Q1,PL,PL,CY,CY,6,11.1,0.012,1.82,1.82,854.9,17979,31936
2019Q1,PT,PT,CY,CY,4,12.2,NA,1.03,1.03,854.8,17979,8635.3
2019Q1,RO,RO,CY,CY,5,7.4,0.035,0.97,0.97,854.8,17979,10949.9
2019Q1,SE,SE,CY,CY,10,11,0.003,2.35,2.35,854.8,17979,7015.8
2019Q1,SI,SI,CY,CY,4,11.2,NA,3.69,3.69,854.8,17979,2066.1
2019Q1,SK,SK,CY,CY,7,10.3,0.024,1.21,1.21,854.9,17979,4166.1
2019Q1,GB,GB,CY,CY,12,10.8,0.035,4.4,4.4,854.9,17979,60192.6
2019Q1,GB,GB,CZ,CZ,18,8.1,1.149,12.5,12.5,10282.4,152274,66957.7
2019Q1,AT,AT,CZ,CZ,9,6.9,1,3.54,3.54,6308.8,101738,8776.3
2019Q1,BE,BE,CZ,CZ,14,7,0.373,11.15,11.15,6308.9,101738,11351.9
2019Q1,BG,BG,CZ,CZ,11,9.6,0.065,2.04,2.04,6309.3,101739,4953.6
2019Q1,CY,CY,CZ,CZ,7,10.5,0.009,1.95,1.95,6309.1,101738,854.9
2019Q1,CZ,CZ,CZ,CZ,4,8.8,0.003,0.87,0.87,7526.5,116452,7526.7
2019Q1,DE,DE,CZ,CZ,18,7.4,0.894,7.89,7.89,9214.9,138919,79697.9
2019Q1,DK,DK,CZ,CZ,13,8.5,0.052,5.32,5.32,6309.4,101738,5670.4
2019Q1,EE,EE,CZ,CZ,10,9.7,NA,5.79,5.79,6308.9,101738,1316.6
2019Q1,GR,GR,CZ,CZ,11,9.5,0.112,2.84,2.84,6309.4,101738,9523.4
2019Q1,ES,ES,CZ,CZ,23,9.3,0.146,5.5,5.5,6309.3,101739,42198.4
2019Q1,FI,FI,CZ,CZ,11,8.6,0.361,2.2,2.2,6309.3,101739,5013.3
2019Q1,FR,FR,CZ,CZ,23,7.8,0.535,5.26,5.26,6308.8,101738,47885.8
2019Q1,HR,HR,CZ,CZ,10,8.4,NA,4.28,4.28,6309.3,101738,3318.9
2019Q1,HU,HU,CZ,CZ,13,7.5,0.543,2.99,2.99,6309.3,101738,8197.1
2019Q1,IE,IE,CZ,CZ,8,8.4,0.122,4.93,4.93,6309.2,101738,3291.8
2019Q1,IT,IT,CZ,CZ,20,8.3,0.195,8.23,8.23,9215.3,138918,59187.2
2019Q1,LT,LT,CZ,CZ,11,9.6,0.258,6,6,6308.9,101738,2848
2019Q1,LU,LU,CZ,CZ,8,7.6,NA,9.36,9.36,6309.5,101739,590.7
2019Q1,LV,LV,CZ,CZ,8,8.4,0.147,3.52,3.52,6309.2,101738,1950.4
2019Q1,MT,MT,CZ,CZ,10,10.1,0.001,4.13,4.13,6309.4,101738,460.4
2019Q1,NL,NL,CZ,CZ,13,7,0.619,11.91,11.91,6309.4,101738,15854.8
2019Q1,PL,PL,CZ,CZ,10,8,1.201,3.61,3.61,6309,101739,39360.8
2019Q1,PT,PT,CZ,CZ,13,10,0.258,6.28,6.28,6308.9,101738,9672.5
2019Q1,RO,RO,CZ,CZ,8,8.9,0.062,2.09,2.09,6309.4,101738,16494.3
2019Q1,SE,SE,CZ,CZ,13,8.2,0.064,2.58,2.58,6309.5,101738,9137.2
2019Q1,SI,SI,CZ,CZ,10,8.1,0.017,6.18,6.18,6308.9,101738,2066.1
2019Q1,SK,SK,CZ,CZ,7,6.6,1.117,1.32,1.32,6308.9,101739,4155.9
2019Q1,AT,AT,DE,DE,27,6.9,5.571,16.22,16.22,79692.4,2541389,8775.9
2019Q1,BE,BE,DE,DE,30,6.9,28.583,14.58,14.58,75129.8,2401570,11352.4
2019Q1,BG,BG,DE,DE,25,9.3,1.391,7.77,7.77,79583.7,2537562,6378.6
2019Q1,CY,CY,DE,DE,15,10.6,0.19,4.97,4.97,78770.1,2515498,854.9
2019Q1,CZ,CZ,DE,DE,21,7.3,7.466,7.85,7.85,79684.6,2540054,6605.9
2019Q1,DE,DE,DE,DE,49,6.2,33.596,15.86,15.86,82043.6,2623121,81164.5
2019Q1,DK,DK,DE,DE,33,7.7,4.054,13.83,13.83,79873.7,2572602,5669.8
2019Q1,EE,EE,DE,DE,14,9.1,2.26,9.77,9.77,78384.2,2503013,1317
2019Q1,GR,GR,DE,DE,25,9.5,2.179,11.03,11.03,79577.3,2537569,9578.8
2019Q1,ES,ES,DE,DE,46,8.7,5.093,12.26,12.26,80155.6,2550539,45462
2019Q1,FI,FI,DE,DE,24,8.6,2.425,7.56,7.56,79446.9,2534768,5014.6
2019Q1,FR,FR,DE,DE,52,7.7,7.883,10.97,10.97,79896.4,2545237,57622.2
2019Q1,HR,HR,DE,DE,20,7.8,2.437,8.82,8.82,79455.1,2534743,4163.9
2019Q1,HU,HU,DE,DE,28,8,6.336,12.49,12.49,79679.6,2541399,9799.5
2019Q1,IE,IE,DE,DE,13,8,4.402,10.07,10.07,79766.3,2541306,3740.2
2019Q1,IT,IT,DE,DE,46,8,12.272,19.16,19.16,80154.5,2579324,60426.1
2019Q1,LT,LT,DE,DE,18,9.1,0.905,9.3,9.3,79575,2537561,2848
2019Q1,LU,LU,DE,DE,15,7,2.493,11.38,11.38,61538.8,1908731,590.7
2019Q1,LV,LV,DE,DE,15,9.1,0.751,7.82,7.82,79557.7,2537549,1950.6
2019Q1,MT,MT,DE,DE,12,8.8,0.857,8.55,8.55,79257.2,2531113,460.3
2019Q1,NL,NL,DE,DE,29,6.4,20.158,14.43,14.43,79757.5,2542334,17095.9
2019Q1,PL,PL,DE,DE,24,8.2,4.445,12.24,12.24,79806.6,2542864,39686.8
2019Q1,PT,PT,DE,DE,29,9.2,2.851,16.5,16.5,79290.5,2531127,9671.1
2019Q1,RO,RO,DE,DE,17,9,1.542,6.5,6.5,79576.9,2537553,19644.7
2019Q1,SE,SE,DE,DE,33,8.2,5.797,14.06,14.06,80011.9,2575396,9431.5
2019Q1,SI,SI,DE,DE,20,8.1,3.982,19.32,19.32,79438.6,2534769,2066.6
2019Q1,SK,SK,DE,DE,21,7.5,7.105,6.6,6.6,79469.8,2533500,4156
2019Q1,GB,GB,DE,DE,45,7.6,19.917,23.05,23.05,80265.2,2556181,67382.8
2019Q1,AT,AT,DK,DK,19,8,1.123,8.37,8.37,5670.3,333962,8775.2
2019Q1,BE,BE,DK,DK,12,7,1.209,15.86,15.86,5669.5,333962,11352.9
2019Q1,BG,BG,DK,DK,14,9.6,0.024,3.81,3.81,5670.5,333962,4953.5
2019Q1,CY,CY,DK,DK,8,11.1,0.004,2.6,2.6,5669.7,333961,854.8
2019Q1,CZ,CZ,DK,DK,13,8.6,0.128,5.36,5.36,5669.1,333962,6309.1
2019Q1,DE,DE,DK,DK,34,7.8,2.115,14.35,14.35,5674.5,334212,81150.5
2019Q1,DK,DK,DK,DK,10,4.3,3.86,6.04,6.04,5716.8,335757,5721.3
2019Q1,EE,EE,DK,DK,8,8.1,0.308,9.75,9.75,5669.6,333961,1316.7
2019Q1,GR,GR,DK,DK,13,10.4,0.165,7.33,7.33,5669.5,333962,9511.8
2019Q1,ES,ES,DK,DK,23,9.3,0.338,8.39,8.39,5670.6,333963,41427.8
2019Q1,FI,FI,DK,DK,12,7,1.742,9.07,9.07,5669.8,333962,5013.5
2019Q1,FR,FR,DK,DK,25,8.1,1.063,9.71,9.71,5669.1,333962,52527.3
2019Q1,HR,HR,DK,DK,12,8.6,0.071,5.39,5.39,5669.9,333962,4090.3
2019Q1,HU,HU,DK,DK,16,8.6,0.237,5.8,5.8,5669.8,333962,8562.2
2019Q1,IE,IE,DK,DK,8,8.3,0.229,6.91,6.91,5670.4,333963,3291.9
2019Q1,IT,IT,DK,DK,26,8.9,0.32,14.1,14.1,5673.6,334210,56446.6
2019Q1,LT,LT,DK,DK,8,7.8,0.743,7.03,7.03,5670.3,333961,2848
2019Q1,LU,LU,DK,DK,6,7.5,0.488,11.18,11.18,5670.5,333962,590.7
2019Q1,LV,LV,DK,DK,6,7.2,0.651,3.12,3.12,5669.1,333962,1950.3
2019Q1,MT,MT,DK,DK,8,10.1,0.018,4.52,4.52,5084.4,296262,460.4
2019Q1,NL,NL,DK,DK,11,6.6,2.651,16.1,16.1,5669.8,333963,15856.2
2019Q1,PL,PL,DK,DK,9,8,0.838,5.54,5.54,5669.7,333962,39355.5
2019Q1,PT,PT,DK,DK,20,9.9,0.274,9.2,9.2,5669.4,333962,9875
2019Q1,RO,RO,DK,DK,10,9.5,0.015,3.2,3.2,5669.5,333962,12695.3
2019Q1,SE,SE,DK,DK,21,6,6.923,13.61,13.61,5721.8,335965,9421.3
2019Q1,SI,SI,DK,DK,12,8.8,0.054,10.94,10.94,5669.7,333963,2066.3
2019Q1,SK,SK,DK,DK,9,8.4,2,3.11,3.11,5669.9,333962,3475.1
2019Q1,GB,GB,DK,DK,18,7.8,3.471,16.99,16.99,5673.7,334153,66639.4
2019Q1,AT,AT,EE,EE,12,9.2,0.003,5.51,5.51,1317.4,22763,8773.2
2019Q1,BE,BE,EE,EE,12,8.6,0.018,14.17,14.17,1317,22764,11355.3
2019Q1,BG,BG,EE,EE,7,11,NA,1.42,1.42,1001.5,19957,3393.5
2019Q1,CY,CY,EE,EE,3,12.5,NA,1.2,1.2,1001.7,19957,854.9
2019Q1,CZ,CZ,EE,EE,10,9.5,NA,5.64,5.64,1317.2,22764,6309.1
2019Q1,DE,DE,EE,EE,14,9.1,0.052,9.71,9.71,1317.1,22764,78770.4
2019Q1,DK,DK,EE,EE,8,8,0.038,8.69,8.69,1317,22763,5670.7
2019Q1,GR,GR,EE,EE,9,11.4,NA,2.73,2.73,1001.7,19958,6546
2019Q1,ES,ES,EE,EE,11,11.1,0.001,2.53,2.53,1316.8,22763,32461.4
2019Q1,FI,FI,EE,EE,5,5.9,0.341,4.51,4.51,1316.7,22764,5014
2019Q1,FR,FR,EE,EE,12,9.4,0.013,3.73,3.73,1317,22764,41906.5
2019Q1,HR,HR,EE,EE,6,9.9,NA,2.39,2.39,1001.9,19957,2820.2
2019Q1,HU,HU,EE,EE,10,9.7,0.003,5.14,5.14,1317.2,22763,7102.1
2019Q1,IE,IE,EE,EE,7,10.3,NA,2.22,2.22,1316.9,22764,3292
2019Q1,IT,IT,EE,EE,14,10.1,0.003,5.29,5.29,1317.2,22763,49011.4
2019Q1,LT,LT,EE,EE,4,7.2,0.064,5.38,5.38,1316.9,22764,2848.9
2019Q1,LU,LU,EE,EE,4,8.4,NA,4.78,4.78,1002,19957,590.7
2019Q1,LV,LV,EE,EE,2,5.2,0.176,2.95,2.95,1317.1,22764,1950.5
2019Q1,MT,MT,EE,EE,5,11.5,0,1.85,1.85,1001.6,19957,460.4
2019Q1,NL,NL,EE,EE,13,8.9,0.018,14.63,14.63,1317,22764,15854.9
2019Q1,PL,PL,EE,EE,9,8.6,0.193,5.1,5.1,1317.1,22764,38777.1
2019Q1,PT,PT,EE,EE,10,11.6,NA,3.1,3.1,1002,19957,9077.9
2019Q1,RO,RO,EE,EE,7,11.6,NA,1.64,1.64,1002,19957,6701.1
2019Q1,SE,SE,EE,EE,9,7.1,0.072,7.87,7.87,1317,22763,8331.5
2019Q1,SI,SI,EE,EE,7,10,NA,4.54,4.54,1001.5,19957,2066.6
2019Q1,SK,SK,EE,EE,5,9.6,0.003,2.05,2.05,1316.8,22764,4166.2
2019Q1,GB,GB,EE,EE,12,9.4,0.003,6.74,6.74,1317.3,22764,64472.7
2019Q1,AT,AT,GR,GR,16,8.8,0.277,2.74,2.74,9314.7,217934,8774.1
2019Q1,BE,BE,GR,GR,17,9.4,0.37,14.21,14.21,9470.9,228524,11353.1
2019Q1,BG,BG,GR,GR,10,6.6,3.166,1.1,1.1,8659.9,236979,4952.8
2019Q1,CY,CY,GR,GR,4,5.6,1.862,5.14,5.14,6545.5,144213,854.9
2019Q1,CZ,CZ,GR,GR,13,9.7,0.146,3.26,3.26,9378.6,225295,6309.4
2019Q1,DE,DE,GR,GR,21,9.2,0.579,11.52,11.52,9500.1,233976,79587.3
2019Q1,DK,DK,GR,GR,11,9.8,0.124,6.16,6.16,9452.7,225988,5670.3
2019Q1,EE,EE,GR,GR,9,11.6,NA,2.87,2.87,6546,144215,1001.5
2019Q1,GR,GR,GR,GR,7,4.5,1.673,3.51,3.51,10763.1,283383,10762.6
2019Q1,ES,ES,GR,GR,15,10.2,0.118,3.15,3.15,9385.7,226888,40348.1
2019Q1,FI,FI,GR,GR,15,12.2,0.021,2.64,2.64,8792.8,216304,3623.5
2019Q1,FR,FR,GR,GR,20,9.7,0.544,5.5,5.5,9504.3,233970,48209.4
2019Q1,HR,HR,GR,GR,8,9.1,0.014,0.45,0.45,7327.5,169317,2819.8
2019Q1,HU,HU,GR,GR,10,7.9,0.07,1.15,1.15,9464.7,236988,8540.3
2019Q1,IE,IE,GR,GR,8,10.2,0.014,2.8,2.8,6543.9,144214,3292.1
2019Q1,IT,IT,GR,GR,20,9.1,0.547,5.25,5.25,10096.9,257143,60104.4
2019Q1,LT,LT,GR,GR,13,11.4,NA,3.24,3.24,6544.3,144214,2848.6
2019Q1,LU,LU,GR,GR,9,8.9,0.003,6.22,6.22,6544.4,144215,590.7
2019Q1,LV,LV,GR,GR,12,11.9,NA,5.75,5.75,6546.3,144213,1950.6
2019Q1,MT,MT,GR,GR,5,7.1,0.009,0.38,0.38,7307.8,165815,460.5
2019Q1,NL,NL,GR,GR,18,9.5,0.39,16.45,16.45,9469.7,228521,15854.9
2019Q1,PL,PL,GR,GR,10,9.8,0.07,2.07,2.07,9408.6,221440,39102.7
2019Q1,PT,PT,GR,GR,12,11.1,0.031,5.34,5.34,8372.6,193042,9477.7
2019Q1,RO,RO,GR,GR,6,8,0.166,1.34,1.34,7978.8,210922,15576.9
2019Q1,SE,SE,GR,GR,14,10.3,0.066,5.73,5.73,9472.6,228525,9138.1
2019Q1,SI,SI,GR,GR,10,9.9,0.014,5.84,5.84,7912.6,177548,2066.9
2019Q1,SK,SK,GR,GR,9,8.9,0.178,0.82,0.82,9317.8,217934,4156
2019Q1,GB,GB,GR,GR,20,9.9,0.76,9.62,9.62,9553.4,249252,66636.7
2019Q1,AT,AT,ES,ES,25,8.9,1.347,7.11,7.11,44082.1,1005641,8774
2019Q1,BE,BE,ES,ES,30,8.1,2.671,16.99,16.99,45265,1035396,11355.5
2019Q1,BG,BG,ES,ES,21,10.4,0.109,1.44,1.44,42162.3,962325,5041.7
2019Q1,CY,CY,ES,ES,7,13.2,NA,1.09,1.09,22129.8,565875,854.8
2019Q1,CZ,CZ,ES,ES,23,9.4,0.481,5.58,5.58,42763.1,974656,6309.2
2019Q1,DE,DE,ES,ES,45,8.7,3.499,13.15,13.15,45931.3,1048013,80020.8
2019Q1,DK,DK,ES,ES,24,9.4,0.42,8.1,8.1,42175.3,967957,5670.7
2019Q1,EE,EE,ES,ES,11,10.8,0.002,2.29,2.29,36271.7,831660,1317.3
2019Q1,GR,GR,ES,ES,16,10.5,0.311,3.49,3.49,43274.4,996198,9183.2
2019Q1,ES,ES,ES,ES,42,6.2,8.174,7.14,7.14,45726,1047690,45726.1
2019Q1,FI,FI,ES,ES,24,9.9,0.31,3.33,3.33,43274.5,996196,5013.4
2019Q1,FR,FR,ES,ES,39,7.9,5.605,6.62,6.62,45692.4,1047025,57019.7
2019Q1,HR,HR,ES,ES,13,9.7,0.04,2.9,2.9,42091.9,966443,3318.4
2019Q1,HU,HU,ES,ES,22,9.8,0.437,5.64,5.64,43999.6,1004128,8197.8
2019Q1,IE,IE,ES,ES,14,8,1.508,3.3,3.3,39863.4,922043,3740.3
2019Q1,IT,IT,ES,ES,32,8.5,3.336,8.05,8.05,45266.1,1035397,60425.9
2019Q1,LT,LT,ES,ES,20,11.2,0.034,2.27,2.27,43426,992714,2848
2019Q1,LU,LU,ES,ES,10,7.8,0.181,5.2,5.2,37261.7,873993,590.7
2019Q1,LV,LV,ES,ES,18,11,0.107,3.69,3.69,43424.5,992713,1950.4
2019Q1,MT,MT,ES,ES,11,8.9,0.102,1.46,1.46,40981.7,943793,460.3
2019Q1,NL,NL,ES,ES,32,8.4,4.166,20.28,20.28,45266.9,1035401,17092.7
2019Q1,PL,PL,ES,ES,21,9.9,0.21,4.06,4.06,37175.2,872655,37571.5
2019Q1,PT,PT,ES,ES,22,6.5,6,6.83,6.83,45297.9,1036069,9761.3
2019Q1,RO,RO,ES,ES,17,10.6,0.227,2.68,2.68,39347.6,917120,16373.1
2019Q1,SE,SE,ES,ES,28,9.8,0.259,6.74,6.74,42825.4,985357,9996.8
2019Q1,SI,SI,ES,ES,13,9.7,0.016,6.3,6.3,40264.2,926254,2066
2019Q1,SK,SK,ES,ES,18,9.5,1.232,2.91,2.91,43999,1004131,4156.2
2019Q1,GB,GB,ES,ES,33,8.2,8.559,12.38,12.38,45696,1047024,67307.5
2019Q1,AT,AT,FI,FI,16,8.5,0.545,3.77,3.77,5014.3,173692,8773.9
2019Q1,BE,BE,FI,FI,17,8.2,1.767,11.95,11.95,5013,173693,11354.4
2019Q1,CZ,CZ,FI,FI,12,8.2,0.449,2.2,2.2,5013.4,173693,6308.9
2019Q1,DE,DE,FI,FI,22,8.5,1.072,7.94,7.94,5013,173692,79442
2019Q1,DK,DK,FI,FI,12,7,2.285,8.7,8.7,5322.3,183915,5670.5
2019Q1,EE,EE,FI,FI,5,5.9,1.742,4.37,4.37,5013.1,173693,1317
2019Q1,ES,ES,FI,FI,24,10,0.245,3.11,3.11,5013.3,173692,40915.5
2019Q1,FI,FI,FI,FI,7,5.2,1.637,2.44,2.44,5163.5,177745,5470.7
2019Q1,FR,FR,FI,FI,21,9.1,3.074,4.67,4.67,5013.7,173693,48214.2
