period,CDEP,rfrom,CDES,rto,numCar,Time,iDest,iFlights,allFlights,DESpopK,DESgdpM,popK
2019Q1,HU,HU,FI,FI,19,8.3,0.29,1.81,1.81,5014,173693,8197
2019Q1,IE,IE,FI,FI,8,8.9,0.042,2.78,2.78,5014.5,173694,3291.9
2019Q1,IT,IT,FI,FI,25,9.5,0.518,5.47,5.47,5014.4,173693,55171.7
2019Q1,LT,LT,FI,FI,8,7.3,1.345,3.72,3.73,5013.1,173693,2848.6
2019Q1,LV,LV,FI,FI,4,6.1,1.482,4.01,4.01,5013.7,173693,1950.5
2019Q1,NL,NL,FI,FI,16,8,1.368,11.4,11.4,5013.1,173693,15854.4
2019Q1,PL,PL,FI,FI,13,8.1,0.327,1.82,1.82,5013.7,173692,39360.8
2019Q1,PT,PT,FI,FI,16,10.4,0.136,3.8,3.8,5014.1,173693,9511.6
2019Q1,SE,SE,FI,FI,13,6,3.468,8.4,8.4,5014,173693,9544.4
2019Q1,SK,SK,FI,FI,9,8.9,0.635,1.25,1.25,5013.7,173693,4166
2019Q1,GB,GB,FI,FI,16,8.7,2.269,10.14,10.14,5013.3,173693,66636.9
2019Q1,GR,GR,FI,FI,14,11.1,0.022,2.73,2.73,3623.1,133214,7913.3
2019Q1,MT,MT,FI,FI,6,10.6,0.035,1.87,1.87,3481.6,127585,460.4
2019Q1,BG,BG,FI,FI,13,10.7,0.013,1.36,1.36,2043.1,83129,4802
2019Q1,CY,CY,FI,FI,10,12.6,0.016,0.97,0.97,2043.3,83129,854.8
2019Q1,HR,HR,FI,FI,12,9.8,0.003,1.95,1.95,2043.4,83129,3318.4
2019Q1,LU,LU,FI,FI,10,8.5,NA,4.11,4.11,2043.2,83129,590.7
2019Q1,RO,RO,FI,FI,8,10.1,0.013,0.46,0.46,2043.3,83129,14560.7
2019Q1,SI,SI,FI,FI,13,9.4,NA,3.82,3.82,2043.3,83129,2066.9
2019Q1,AT,AT,FR,FR,34,8,3.235,7.68,7.68,48695.8,1577585,8773.9
2019Q1,BG,BG,FR,FR,22,10.1,0.757,3.15,3.15,48216.1,1567699,5042.2
2019Q1,CZ,CZ,FR,FR,25,7.9,3.399,5.26,5.26,48217,1567701,6606.1
2019Q1,GR,GR,FR,FR,22,10.1,2.286,5.65,5.65,48215.2,1567702,9537
2019Q1,ES,ES,FR,FR,37,7.9,5.904,6.61,6.61,57022,1785069,44795.4
2019Q1,FR,FR,FR,FR,54,6.2,11.858,6.27,6.27,64805.5,1979036,62866
2019Q1,HU,HU,FR,FR,32,8.7,2.916,7.04,7.04,48693.8,1577588,8906.2
2019Q1,IE,IE,FR,FR,13,7.7,7.304,5.02,5.02,50582.5,1621535,3740.6
2019Q1,IT,IT,FR,FR,46,7.9,9.129,9,9,53837.5,1703626,60421.3
2019Q1,LT,LT,FR,FR,17,9.6,0.515,3.78,3.78,48695.1,1577584,2848.2
2019Q1,MT,MT,FR,FR,12,9,0.583,4.96,4.96,48512.6,1575306,460.4
2019Q1,PL,PL,FR,FR,21,9,3.147,5.94,5.94,50701.7,1620212,39690.2
2019Q1,PT,PT,FR,FR,22,7.8,3.192,9.42,9.42,57787.2,1810690,9672.4
2019Q1,RO,RO,FR,FR,16,9.8,1.988,3.46,3.46,48216.6,1567698,19644.8
2019Q1,SE,SE,FR,FR,26,8.8,3.244,8.07,8.07,48213.9,1567701,9137.6
2019Q1,SK,SK,FR,FR,25,8.4,3.305,3.36,3.36,48693.2,1577583,4155.8
2019Q1,GB,GB,FR,FR,37,7.5,11.694,12.13,12.13,58961.7,1834719,66961.7
2019Q1,BE,BE,FR,FR,34,7,2.439,5.6,5.6,53980.6,1698651,11355.7
2019Q1,DE,DE,FR,FR,56,7.8,11.265,11.67,11.67,60072.3,1859084,80626.4
2019Q1,DK,DK,FR,FR,23,8.3,2.618,9.64,9.64,50222.8,1610328,5670.7
2019Q1,NL,NL,FR,FR,31,6.8,9.158,10.71,10.71,52936.7,1674366,17094
2019Q1,CY,CY,FR,FR,13,12.3,0.044,2.68,2.68,35275,1237787,854.8
2019Q1,EE,EE,FR,FR,12,9.6,0.233,3.89,3.89,45984.9,1509411,1316.8
2019Q1,FI,FI,FR,FR,21,9.1,9.655,4.56,4.56,48215.4,1567700,5013.2
2019Q1,HR,HR,FR,FR,18,8.5,0.792,4.27,4.27,47886.9,1561093,4164.8
2019Q1,LU,LU,FR,FR,19,7.3,3.71,6.04,6.04,45594.8,1496458,590.7
2019Q1,LV,LV,FR,FR,15,10,1.873,4.91,4.91,48691.6,1577587,1950.3
2019Q1,SI,SI,FR,FR,19,8.8,0.697,7.89,7.89,47889,1561093,2066.9
2019Q1,DE,DE,HR,HR,17,7.7,0.075,8.91,8.91,4163.2,88201,79446.2
2019Q1,HR,HR,HR,HR,4,4.8,0.149,0.73,0.73,4091.4,87713,4093.3
2019Q1,HU,HU,HR,HR,9,8.2,0.076,1.78,1.78,4015.3,87171,8562.9
2019Q1,AT,AT,HR,HR,10,6.4,0.121,2.3,2.3,3633.8,84018,8314.8
2019Q1,BE,BE,HR,HR,13,7.8,0.052,9.85,9.85,4164,88202,11353.2
2019Q1,BG,BG,HR,HR,7,9.1,NA,1.86,1.86,3318.4,70794,4953.8
2019Q1,CZ,CZ,HR,HR,10,8.1,0,3.9,3.9,3319.5,70794,6309
2019Q1,DK,DK,HR,HR,11,8.6,0.011,5.32,5.32,3318.7,70793,5669.4
2019Q1,GR,GR,HR,HR,7,9.6,0.003,0.41,0.41,3317.7,70793,9546.2
2019Q1,ES,ES,HR,HR,11,9.5,0.003,2.8,2.8,3317.9,70793,41430.6
2019Q1,FI,FI,HR,HR,11,9.6,0,1.71,1.71,3319.3,70794,2043.3
2019Q1,FR,FR,HR,HR,16,8.3,0.042,4.07,4.07,4164.4,88203,50190.1
2019Q1,IT,IT,HR,HR,12,8.7,0.031,5.21,5.21,3317.3,70795,57256.3
2019Q1,NL,NL,HR,HR,14,8,0.045,11.04,11.04,4161.5,88202,15854.4
2019Q1,PL,PL,HR,HR,11,8.7,0.059,3.42,3.42,3418.1,82591,37248.2
2019Q1,RO,RO,HR,HR,7,9.5,NA,2.19,2.19,3317.6,70794,11517.2
2019Q1,SE,SE,HR,HR,13,9,0.01,5.03,5.03,3535.3,72222,7239.8
2019Q1,SI,SI,HR,HR,5,7.6,0.038,0.31,0.31,2729.2,68706,1805.2
2019Q1,GB,GB,HR,HR,15,8.7,0.015,6.52,6.52,4053.2,84652,63685.3
2019Q1,SK,SK,HR,HR,6,6.7,0.162,1.17,1.17,2918.1,67076,3475.5
2019Q1,EE,EE,HR,HR,7,10.1,NA,2.58,2.58,2819.7,55280,1002
2019Q1,IE,IE,HR,HR,6,9.7,NA,2.14,2.14,2819.4,55281,3292.1
2019Q1,LT,LT,HR,HR,9,9.9,NA,2.67,2.67,2819.9,55281,2848.4
2019Q1,LU,LU,HR,HR,7,7.7,NA,5.43,5.43,2819,55280,590.7
2019Q1,LV,LV,HR,HR,7,10,NA,2.25,2.25,2820,55280,1950.3
2019Q1,MT,MT,HR,HR,3,9.4,NA,1.61,1.61,2819.2,55280,460.4
2019Q1,PT,PT,HR,HR,11,9.8,0.001,3.36,3.36,2819.7,55280,9449.2
2019Q1,CY,CY,HR,HR,6,11.9,NA,1.46,1.46,2106.4,31527,854.8
2019Q1,AT,AT,HU,HU,14,7.8,0.655,3.37,3.37,8196.7,86578,8773.1
2019Q1,BE,BE,HU,HU,19,8,0.429,17.79,17.79,8904.6,91061,11356
2019Q1,BG,BG,HU,HU,16,8.8,0.655,0.78,0.78,8539.7,88585,6289.4
2019Q1,CY,CY,HU,HU,7,10.2,0.048,1.3,1.3,7103,79699,854.8
2019Q1,CZ,CZ,HU,HU,11,7.4,0.413,3,3,8539,88585,6309.1
2019Q1,DE,DE,HU,HU,26,7.9,1.172,13.45,13.45,9798.6,98922,79583.6
2019Q1,DK,DK,HU,HU,15,8.5,0.313,5.56,5.56,8196.9,86578,5669.1
2019Q1,EE,EE,HU,HU,12,9.9,0.04,5.72,5.72,7103,79698,1317.1
2019Q1,GR,GR,HU,HU,8,7.5,0.034,1.16,1.16,8540.1,88585,9564
2019Q1,ES,ES,HU,HU,22,9.5,0.144,5.14,5.14,8539.5,88584,42941.9
2019Q1,FI,FI,HU,HU,18,8.5,0.181,1.72,1.72,8539.6,88585,5014.2
2019Q1,FR,FR,HU,HU,29,8.5,0.38,6.94,6.94,8905.8,91061,48692.9
2019Q1,HR,HR,HU,HU,7,8.1,0.783,1.72,1.72,8563.7,89053,4093.3
2019Q1,IE,IE,HU,HU,11,9.2,0.108,5.6,5.6,7103,79699,3291.8
2019Q1,IT,IT,HU,HU,26,8.6,0.42,8.53,8.53,8539.7,88585,59187.8
2019Q1,LT,LT,HU,HU,13,9.8,0.144,5.72,5.72,7102.3,79699,2848.8
2019Q1,LU,LU,HU,HU,10,7.9,1.022,11.42,11.42,8197.7,86577,590.7
2019Q1,LV,LV,HU,HU,9,9,0.065,3.72,3.72,7102.2,79698,1950.3
2019Q1,MT,MT,HU,HU,6,8,0.057,0.76,0.76,7103.1,79698,460.3
2019Q1,NL,NL,HU,HU,19,8,0.574,18.55,18.55,8906,91060,15855.7
2019Q1,PL,PL,HU,HU,14,8.4,0.646,4.3,4.3,8196.5,86578,39359.7
2019Q1,PT,PT,HU,HU,17,10.3,0.083,7.63,7.63,8197.7,86578,9677.1
2019Q1,RO,RO,HU,HU,13,8.3,0.431,1.2,1.2,7977.5,85659,15579.3
2019Q1,SE,SE,HU,HU,21,8.9,0.222,5.33,5.33,8538.9,88585,9137.1
2019Q1,SI,SI,HU,HU,10,8.6,0.986,6.95,6.95,8562.6,89053,2066.5
2019Q1,SK,SK,HU,HU,7,7.3,0.304,0.64,0.64,9090,94439,4155.8
2019Q1,GB,GB,HU,HU,28,8.7,0.603,15.62,15.62,8563.2,89053,66639.2
2019Q1,HU,HU,HU,HU,8,9.2,0.363,0.21,0.21,4780.7,34360,6039.4
2019Q1,AT,AT,IE,IE,11,8.8,0.222,6.34,6.34,3740.4,156093,8727.3
2019Q1,BE,BE,IE,IE,9,7.5,0.675,10.35,10.35,3740.3,156093,11352.3
2019Q1,BG,BG,IE,IE,8,10.5,0.041,1.86,1.86,3291.7,127493,3393
2019Q1,CY,CY,IE,IE,3,12.4,NA,0.53,0.53,3292,127493,854.8
2019Q1,CZ,CZ,IE,IE,7,8.6,0.195,4.9,4.9,3292,127493,6309.3
2019Q1,DE,DE,IE,IE,14,8.3,0.638,10.56,10.56,3740.1,156093,79774.1
2019Q1,DK,DK,IE,IE,9,8.9,0.176,7.12,7.12,3291.7,127493,5669.1
2019Q1,EE,EE,IE,IE,6,10,NA,2.3,2.3,3292,127493,1317
2019Q1,GR,GR,IE,IE,8,10.6,0.016,3,3,3291.7,127493,7131.4
2019Q1,ES,ES,IE,IE,13,8.5,0.536,3.59,3.59,3740.6,156093,42088.1
2019Q1,FI,FI,IE,IE,8,9.2,0.027,2.54,2.54,3291.8,127493,5014.4
2019Q1,FR,FR,IE,IE,19,7.6,0.821,5.93,5.93,3740.6,156094,51062.4
2019Q1,HR,HR,IE,IE,7,9.6,NA,2.57,2.57,3292.1,127493,2605.9
2019Q1,HU,HU,IE,IE,11,9.3,0.257,5.87,5.87,3292,127493,8197.6
2019Q1,IT,IT,IE,IE,12,8.8,0.4,8,8,3740.4,156093,55642.1
2019Q1,LT,LT,IE,IE,6,10.1,0.071,1.96,1.96,2601.3,98462,2848.1
2019Q1,LU,LU,IE,IE,6,7.8,0.1,6.77,6.77,3291.7,127493,590.8
2019Q1,LV,LV,IE,IE,6,10.4,0.148,2.08,2.08,2214.3,86957,1950.7
2019Q1,MT,MT,IE,IE,5,9.9,0.014,1.92,1.92,2214.4,86957,460.3
2019Q1,NL,NL,IE,IE,8,7.2,1.175,18.07,18.07,3740.2,156094,17096
2019Q1,PL,PL,IE,IE,7,9.4,0.173,3.69,3.69,3291.7,127493,36951.7
2019Q1,PT,PT,IE,IE,7,8.4,0.232,1.64,1.64,3291.9,127493,9447.6
2019Q1,RO,RO,IE,IE,7,10.5,0.057,2.19,2.19,3291.6,127493,12437.3
2019Q1,SE,SE,IE,IE,9,8.9,0.189,4.43,4.43,3291.7,127493,9136.7
2019Q1,SI,SI,IE,IE,7,9.7,NA,4.12,4.12,3291.6,127493,2066.2
2019Q1,SK,SK,IE,IE,10,9.2,0.24,2.53,2.53,3291.8,127493,4156.1
2019Q1,GB,GB,IE,IE,11,5.4,11.554,14.34,14.34,4267.6,166666,66833.3
2019Q1,IE,IE,IE,IE,2,4.6,0.126,0.27,0.27,2995.2,121397,2995.1
2019Q1,AT,AT,IT,IT,27,7.8,1.124,8.75,8.75,59185.5,1562702,8774.7
2019Q1,BE,BE,IT,IT,26,7.6,0.672,19.58,19.58,60416,1590340,11354.6
2019Q1,BG,BG,IT,IT,24,9.5,0.055,3.97,3.97,60106.2,1583469,6379.6
2019Q1,CY,CY,IT,IT,10,11.1,0.012,3.01,3.01,48497.1,1344268,854.9
2019Q1,CZ,CZ,IT,IT,21,8.3,0.144,8.03,8.03,59184,1562704,9214.3
2019Q1,DE,DE,IT,IT,41,7.9,1.537,19.69,19.69,60419.1,1590338,79735.4
2019Q1,DK,DK,IT,IT,25,8.9,0.331,13.39,13.39,58235.4,1531854,5670.4
2019Q1,EE,EE,IT,IT,16,10.1,0.016,5.33,5.33,49009.3,1328867,1316.7
2019Q1,GR,GR,IT,IT,23,9.2,0.853,5.51,5.51,58869.9,1555825,10122.7
2019Q1,ES,ES,IT,IT,25,8.5,1.556,7.87,7.87,59187.4,1562700,45264.8
2019Q1,FI,FI,IT,IT,28,9.7,0.584,5.09,5.09,55163.5,1481403,5013.7
2019Q1,FR,FR,IT,IT,38,7.7,2.094,8.91,8.91,60420.7,1590333,54195.3
2019Q1,HR,HR,IT,IT,15,8.4,0.391,5.26,5.26,58531.7,1536926,3317.3
2019Q1,HU,HU,IT,IT,27,9,0.317,7.73,7.73,58537.2,1536931,8539.1
2019Q1,IE,IE,IT,IT,12,8.7,0.231,7.85,7.85,57434.3,1519064,3740.5
2019Q1,IT,IT,IT,IT,33,6.7,8.941,10.11,10.11,60603.3,1593255,60602.7
2019Q1,LT,LT,IT,IT,20,9.9,0.025,5.48,5.48,56021.6,1472909,2848
2019Q1,LU,LU,IT,IT,15,7.4,0.14,13.65,13.65,60420.6,1590320,590.7
2019Q1,LV,LV,IT,IT,18,10.5,0.052,7.89,7.89,54747.4,1452789,1950.3
2019Q1,MT,MT,IT,IT,13,8.7,0.189,7.28,7.28,60106.8,1583460,460.4
2019Q1,NL,NL,IT,IT,24,7.8,1.415,25.71,25.71,60417.4,1590339,15854.1
2019Q1,PL,PL,IT,IT,23,9.1,0.264,7.93,7.93,59181.8,1562694,39690.3
2019Q1,PT,PT,IT,IT,20,9.4,0.98,11.83,11.83,58535.9,1536934,9672.7
2019Q1,RO,RO,IT,IT,20,9.3,0.073,3.79,3.79,60102.3,1583462,19646.2
2019Q1,SE,SE,IT,IT,27,9.3,0.206,11.18,11.18,58238.7,1531851,9137.6
2019Q1,SI,SI,IT,IT,18,8.6,1.418,11.54,11.54,58494.6,1543684,2066.1
2019Q1,SK,SK,IT,IT,23,8,1.392,3.13,3.13,55737.1,1474735,4847
2019Q1,GB,GB,IT,IT,37,8.4,2.611,21.93,21.93,60418.3,1590337,66946.9
2019Q1,AT,AT,LT,LT,13,9,0.032,3.77,3.77,2848.8,30958,8774.1
2019Q1,BE,BE,LT,LT,13,8.8,0.026,11.6,11.6,2848,30958,11352.3
2019Q1,BG,BG,LT,LT,11,11.6,NA,2.03,2.03,2390,25848,4802.8
2019Q1,CZ,CZ,LT,LT,10,9.7,0.083,4.85,4.85,2848.5,30959,6308.8
2019Q1,DE,DE,LT,LT,18,8.9,0.042,8.4,8.4,2848.4,30958,79577.9
2019Q1,DK,DK,LT,LT,8,7.7,0.089,7.01,7.01,2848.2,30959,5670.6
2019Q1,EE,EE,LT,LT,4,7.3,0.172,5.43,5.43,2848.3,30958,1316.7
2019Q1,ES,ES,LT,LT,20,10.7,0.003,2.13,2.13,2848.8,30958,40491.5
2019Q1,FI,FI,LT,LT,8,7.1,0.274,3.68,3.68,2848.4,30958,5013.6
2019Q1,FR,FR,LT,LT,20,9.7,0.025,3.43,3.43,2848.1,30958,48364.2
2019Q1,HR,HR,LT,LT,10,9.4,NA,2.3,2.3,2848.3,30958,2818.5
2019Q1,HU,HU,LT,LT,13,9.8,0.023,4.94,4.94,2848.7,30959,7102.2
2019Q1,IE,IE,LT,LT,7,9.8,0.009,1.97,1.97,2848,30959,2601.5
2019Q1,IT,IT,LT,LT,22,10.2,0.008,4.97,4.97,2848,30959,56024.2
2019Q1,NL,NL,LT,LT,13,8.8,0.045,12.53,12.53,2848.7,30959,15856.4
2019Q1,PL,PL,LT,LT,10,8.7,0.438,4.75,4.75,2848.1,30959,38228.6
2019Q1,RO,RO,LT,LT,10,11.5,NA,2.28,2.28,2389.8,25847,9550.7
2019Q1,SE,SE,LT,LT,13,7.8,0.113,5.67,5.67,2848.7,30959,9136.8
2019Q1,SI,SI,LT,LT,11,10.4,NA,4.5,4.5,2848.7,30959,2067
2019Q1,SK,SK,LT,LT,5,9,0.033,1.6,1.6,2848.5,30959,4165.9
2019Q1,GB,GB,LT,LT,18,9.5,0.042,7.61,7.61,2848.7,30959,65083.3
2019Q1,CY,CY,LT,LT,4,11,0.002,1.83,1.83,2604.3,29277,854.9
2019Q1,GR,GR,LT,LT,11,11.7,NA,3.23,3.23,2146.2,24165,7131.7
2019Q1,LT,LT,LT,LT,1,7.1,0.617,0.14,0.14,2034.6,23199,2034.2
2019Q1,LU,LU,LT,LT,6,8.4,0.007,5.1,5.1,2604.6,29277,590.7
2019Q1,LV,LV,LT,LT,2,5.1,0.224,2.32,2.32,2604.7,29277,1950.1
2019Q1,MT,MT,LT,LT,6,11.2,0.002,1.86,1.86,2146,24165,460.4
2019Q1,PT,PT,LT,LT,12,11.4,0.003,3.34,3.34,2146.1,24166,9395.9
2019Q1,AT,AT,LU,LU,10,6.6,0.128,9.9,9.9,590.7,42848,8774.8
2019Q1,DE,DE,LU,LU,13,6.7,0.084,11.46,11.46,590.7,42848,60896.7
2019Q1,FR,FR,LU,LU,17,6.8,0.109,5.59,5.59,590.8,42848,45415
2019Q1,HU,HU,LU,LU,11,8.1,0.112,10.33,10.33,590.7,42848,8197
2019Q1,IT,IT,LU,LU,16,7.4,0.053,13.21,13.21,590.7,42848,60418.2
2019Q1,LU,LU,LU,LU,1,4.1,0.016,3.14,3.14,590.8,42848,590.7
2019Q1,SK,SK,LU,LU,7,7.2,0.196,3.92,3.92,590.7,42848,4156.2
2019Q1,BG,BG,LU,LU,10,9.1,0.004,5.19,5.19,590.7,42848,4801.7
2019Q1,GR,GR,LU,LU,11,9.6,0.001,7.44,7.44,590.7,42848,6545.9
2019Q1,ES,ES,LU,LU,10,8.1,0.011,4.84,4.84,590.7,42848,37175.4
2019Q1,IE,IE,LU,LU,7,6.8,0.012,6.35,6.35,590.7,42848,3740.8
2019Q1,LT,LT,LU,LU,6,8.7,0.003,6.33,6.33,590.7,42848,2848.7
2019Q1,LV,LV,LU,LU,5,9,0.001,4.85,4.85,590.8,42848,1950.2
2019Q1,PT,PT,LU,LU,9,8,0.017,11.03,11.03,590.7,42848,9532.9
2019Q1,RO,RO,LU,LU,9,9.3,0.001,5.37,5.37,590.7,42848,11515.6
2019Q1,SE,SE,LU,LU,10,7.8,0.044,10.15,10.15,590.7,42848,8188
2019Q1,GB,GB,LU,LU,10,6.7,0.138,11.85,11.85,590.7,42848,66647.4
2019Q1,CY,CY,LU,LU,6,10.9,NA,2.57,2.57,590.7,42848,854.9
2019Q1,CZ,CZ,LU,LU,9,7.3,NA,9.48,9.48,590.7,42848,6308.8
2019Q1,DK,DK,LU,LU,7,7.5,0.046,11.65,11.65,590.7,42848,5670.2
2019Q1,EE,EE,LU,LU,4,8.9,NA,5.11,5.11,590.7,42848,1001.8
2019Q1,FI,FI,LU,LU,9,8.5,NA,3.78,3.78,590.7,42848,2043
2019Q1,HR,HR,LU,LU,8,7.9,NA,5.92,5.92,590.7,42848,3317.9
2019Q1,MT,MT,LU,LU,4,8.7,NA,3.86,3.86,590.7,42848,460.5
2019Q1,NL,NL,LU,LU,3,4.6,0.122,2.94,2.94,590.7,42848,12966
2019Q1,PL,PL,LU,LU,8,8,0.031,9.98,9.98,590.7,42848,39359.1
2019Q1,SI,SI,LU,LU,9,8.1,NA,12.45,12.45,590.8,42848,2066.2
2019Q1,AT,AT,LV,LV,11,8.8,0.094,4.17,4.17,1950.2,20182,8774.4
2019Q1,BE,BE,LV,LV,8,8.7,0.084,10.55,10.55,1950.5,20182,11353.8
2019Q1,CY,CY,LV,LV,3,11.8,0.003,1.89,1.89,1950.3,20182,854.8
2019Q1,CZ,CZ,LV,LV,7,8.5,0.083,3.15,3.15,1950.2,20182,6308.9
2019Q1,DE,DE,LV,LV,14,9,0.088,7.48,7.48,1950.1,20182,79568.5
2019Q1,DK,DK,LV,LV,6,7,0.211,2.62,2.62,1950.5,20182,5670
2019Q1,EE,EE,LV,LV,3,5.4,0.536,3.03,3.03,1950.5,20182,1317
2019Q1,ES,ES,LV,LV,17,10.7,0.012,3.59,3.59,1950.4,20182,40373.4
2019Q1,FI,FI,LV,LV,4,5.9,0.412,4.04,4.04,1950.7,20182,5013.1
2019Q1,FR,FR,LV,LV,17,9.6,0.108,5.25,5.25,1950.3,20182,48364.1
2019Q1,HR,HR,LV,LV,8,9.7,NA,2.6,2.6,1950.5,20182,2820.2
2019Q1,HU,HU,LV,LV,10,9.1,0.028,3.03,3.03,1950.3,20182,7103.1
2019Q1,IE,IE,LV,LV,7,9.6,0.03,2.68,2.68,1950.2,20182,2214.3
2019Q1,IT,IT,LV,LV,19,10,0.014,7.73,7.73,1950.2,20182,54746.1
2019Q1,LT,LT,LV,LV,2,5.1,0.504,2.33,2.33,1950.7,20182,2603.9
2019Q1,LU,LU,LV,LV,5,8.6,0.003,4.94,4.94,1950.3,20183,590.7
2019Q1,LV,LV,LV,LV,2,7.9,0.062,0.11,0.11,708.5,5395,708.4
2019Q1,NL,NL,LV,LV,8,8.9,0.176,11.57,11.57,1950.1,20182,15854.2
2019Q1,PL,PL,LV,LV,10,8.6,0.201,5.4,5.4,1950.5,20182,38226.2
2019Q1,SE,SE,LV,LV,6,6.3,0.33,3.34,3.34,1950.6,20182,8685.5
2019Q1,SI,SI,LV,LV,9,10,NA,5.56,5.56,1950.5,20182,2066.5
2019Q1,SK,SK,LV,LV,6,9.6,0.086,2.5,2.5,1950.2,20182,4165.9
2019Q1,GB,GB,LV,LV,18,9.4,0.103,9.52,9.52,1950.3,20182,64778.2
2019Q1,BG,BG,LV,LV,9,10.7,NA,2.64,2.64,1704.2,17839,4802.6
2019Q1,GR,GR,LV,LV,10,11.5,NA,4.8,4.8,1703.8,17839,7131.2
2019Q1,MT,MT,LV,LV,6,10.5,0.003,3.25,3.25,1704.3,17839,460.5
2019Q1,PT,PT,LV,LV,11,11,0.003,6.35,6.35,1704,17839,9395.6
2019Q1,RO,RO,LV,LV,9,10.9,NA,3.09,3.09,1703.8,17839,9550.8
2019Q1,AT,AT,MT,MT,7,8.2,0.052,3.77,3.77,460.4,6631,8776.3
2019Q1,BE,BE,MT,MT,8,8.5,0.027,10.43,10.43,460.5,6631,11353.2
2019Q1,BG,BG,MT,MT,6,7.4,0.003,0.3,0.3,460.3,6631,4802
2019Q1,CY,CY,MT,MT,2,6.7,0.037,1.14,1.14,460.3,6631,854.8
2019Q1,CZ,CZ,MT,MT,8,9.3,0.003,4.21,4.21,460.5,6631,6309.3
2019Q1,DE,DE,MT,MT,11,8.5,0.052,9.42,9.42,460.5,6631,79253.5
2019Q1,DK,DK,MT,MT,8,9.3,0.003,5.26,5.26,460.4,6631,5670.2
2019Q1,EE,EE,MT,MT,6,10.7,0.001,2.17,2.17,460.3,6631,1001.8
2019Q1,GR,GR,MT,MT,5,6.4,0.002,0.31,0.31,460.4,6631,7953.2
2019Q1,ES,ES,MT,MT,10,8.3,0.009,1.54,1.54,460.4,6631,39290.1
2019Q1,FI,FI,MT,MT,7,10,0.007,1.72,1.72,460.5,6631,3623.3
2019Q1,FR,FR,MT,MT,14,8.8,0.036,4.71,4.71,460.3,6631,48840.3
2019Q1,HR,HR,MT,MT,4,8.6,NA,1.7,1.7,460.3,6631,2734.2
2019Q1,HU,HU,MT,MT,6,8.2,0.011,1.75,1.75,460.3,6631,8197.4
2019Q1,IE,IE,MT,MT,6,9.6,0.007,2.45,2.45,460.3,6631,2214.6
2019Q1,IT,IT,MT,MT,11,8.4,0.025,7.74,7.74,460.4,6631,60104
2019Q1,LT,LT,MT,MT,4,10.5,0.001,1.67,1.67,460.4,6631,2146.2
2019Q1,LU,LU,MT,MT,5,8.5,NA,6,6,460.4,6631,590.7
2019Q1,LV,LV,MT,MT,4,10.4,0.003,4.99,4.99,460.3,6631,1704
2019Q1,NL,NL,MT,MT,9,8.8,0.025,11.26,11.26,460.3,6631,15854.5
2019Q1,PL,PL,MT,MT,6,9,0.003,2.88,2.88,460.5,6631,32523.7
2019Q1,PT,PT,MT,MT,5,8.8,0.003,0.66,0.66,460.5,6631,9077.8
2019Q1,RO,RO,MT,MT,5,8.8,0.003,0.72,0.72,460.4,6631,11516.9
2019Q1,SE,SE,MT,MT,10,9.6,0.005,4.83,4.83,460.4,6631,8783.8
2019Q1,SI,SI,MT,MT,5,9.3,NA,5.71,5.71,460.3,6631,2066.8
2019Q1,SK,SK,MT,MT,4,8.6,0.042,1.25,1.25,460.4,6631,4156.3
2019Q1,GB,GB,MT,MT,11,8.6,0.077,7.7,7.7,460.4,6631,66528.3
2019Q1,BE,BE,NL,NL,6,5.9,19.761,0.48,0.48,14204.9,530539,11354
2019Q1,DE,DE,NL,NL,28,6.6,18.288,14.45,14.45,17096.7,631803,79621.3
2019Q1,ES,ES,NL,NL,30,8.5,5.531,19.39,19.39,17094.2,631802,44793.4
2019Q1,FR,FR,NL,NL,27,7,9.647,10.04,10.04,17092.9,631804,51321.2
2019Q1,IE,IE,NL,NL,8,7.1,10.059,16.2,16.2,17096.9,631804,3740.2
2019Q1,NL,NL,NL,NL,7,5.3,19.948,0.3,0.3,12443.4,469677,12442.8
2019Q1,GB,GB,NL,NL,19,6,47.636,33.37,33.37,17096.8,631800,66954.5
2019Q1,AT,AT,NL,NL,23,7.3,4.089,20.73,20.73,15854,562279,8773.3
2019Q1,BG,BG,NL,NL,21,9.6,0.582,9.76,9.76,15855.2,562281,5767.6
2019Q1,CY,CY,NL,NL,12,10.9,0.109,7.54,7.54,15855.1,562281,854.9
2019Q1,CZ,CZ,NL,NL,14,7.3,4.614,12.08,12.08,15854.5,562279,6308.9
2019Q1,DK,DK,NL,NL,9,6.5,15.803,15.55,15.55,15856.7,562279,5670.1
2019Q1,EE,EE,NL,NL,12,9.1,0.549,14.43,14.43,15855.3,562279,1317.1
2019Q1,GR,GR,NL,NL,18,9.8,1.161,16.26,16.26,15854.6,562280,9516.8
2019Q1,FI,FI,NL,NL,19,8.2,3.673,10.39,10.39,15855.5,562278,5014.4
2019Q1,HR,HR,NL,NL,14,8.2,0.676,10.27,10.27,15854.3,562280,4102.5
2019Q1,HU,HU,NL,NL,19,8.4,2.797,17.63,17.63,15856.6,562281,8906.1
2019Q1,IT,IT,NL,NL,25,8.1,5.747,26.02,26.02,15857,562280,60425.8
2019Q1,LT,LT,NL,NL,14,9,0.791,13.34,13.34,15855.4,562280,2848.4
2019Q1,LU,LU,NL,NL,3,4.7,3.718,2.91,2.91,12965.2,461018,590.8
