period,CDEP,rfrom,CDES,rto,numCar,Time,iDest,iFlights,allFlights,DESpopK,DESgdpM,popK
2022Q1,CY,CY,HR,HR,5,11.4,NA,1.08,1.08,2021.8,24686,854.8
2022Q1,MT,MT,HR,HR,4,5.9,0.003,0.17,0.17,2021.7,24686,460.3
2022Q1,AT,AT,HU,HU,9,7.9,0.15,0.83,0.83,7593.6,84542,8776.3
2022Q1,BE,BE,HU,HU,18,7.9,0.119,9.11,9.11,8138.8,85566,11351.8
2022Q1,BG,BG,HU,HU,10,8,0.116,0.29,0.31,7575.7,82641,4952.8
2022Q1,CY,CY,HU,HU,7,9.8,0.022,0.92,0.92,6046.4,72600,854.9
2022Q1,CZ,CZ,HU,HU,11,8.1,0.046,1.04,1.04,8468.5,90502,8183
2022Q1,DE,DE,HU,HU,27,8.1,0.274,5.43,5.43,9797.7,98922,79280.3
2022Q1,DK,DK,HU,HU,11,8.9,0.031,2.46,2.46,6701.2,76681,5670.5
2022Q1,EE,EE,HU,HU,9,10.1,0.071,2.94,2.97,6701.2,76681,1166.2
2022Q1,GR,GR,HU,HU,11,7.6,0.027,0.64,0.64,6921.2,78561,9042
2022Q1,ES,ES,HU,HU,17,9.5,0.094,2.78,2.78,7575.7,82640,42846.5
2022Q1,FI,FI,HU,HU,16,8.5,0.175,0.56,0.56,6701.5,76681,3993.8
2022Q1,FR,FR,HU,HU,23,8.3,0.169,3.7,3.7,9031.4,93427,49015.9
2022Q1,HR,HR,HU,HU,6,8.1,0.158,0.7,0.7,7066.4,79156,4085.1
2022Q1,IE,IE,HU,HU,8,9,0.096,3.72,3.72,6700.7,76681,3806.2
2022Q1,IT,IT,HU,HU,17,8.6,0.096,3.14,3.14,8470,90503,55448.9
2022Q1,LT,LT,HU,HU,12,10.2,0.003,1.62,1.64,6701.1,76680,2353
2022Q1,LU,LU,HU,HU,10,7.7,0.041,2.97,2.97,6701.7,76680,590.7
2022Q1,LV,LV,HU,HU,9,8.3,0.027,1.09,1.11,6701.6,76681,1950.4
2022Q1,MT,MT,HU,HU,5,6,0.012,0.51,0.51,6701.3,76681,460.4
2022Q1,NL,NL,HU,HU,15,7.9,0.252,8.82,8.82,8137.8,85566,15856.4
2022Q1,PL,PL,HU,HU,8,8,0.487,1.61,1.61,6701.7,76681,36415.9
2022Q1,PT,PT,HU,HU,16,10.2,0.039,4.06,4.06,6701.2,76681,9483
2022Q1,RO,RO,HU,HU,11,8.6,0.122,0.54,0.54,8138.1,85567,13831.9
2022Q1,SE,SE,HU,HU,18,9.5,0.04,3.1,3.1,6700.9,76681,8539
2022Q1,SI,SI,HU,HU,7,9.2,0.087,1.28,1.3,7959.7,87018,2066.7
2022Q1,GB,GB,HU,HU,22,8.6,0.368,7.37,7.37,9031,93428,64537.9
2022Q1,SK,SK,HU,HU,3,5.8,0.091,0.13,0.13,4531.7,34860,3475.2
2022Q1,HU,HU,HU,HU,4,8.6,0.179,0.04,0.04,3284.2,24463,4029.1
2022Q1,AT,AT,IE,IE,10,9.1,0.15,4.07,4.07,3806.6,139397,8726.2
2022Q1,BE,BE,IE,IE,9,7.8,0.653,7.47,7.47,3806.6,139397,11354.2
2022Q1,BG,BG,IE,IE,9,10.5,0.045,1.02,1.02,3806.5,139397,4880.9
2022Q1,CY,CY,IE,IE,4,12.5,NA,1.98,1.98,3806.2,139397,854.8
2022Q1,CZ,CZ,IE,IE,7,8.8,0.063,3.57,3.57,3806.1,139397,6605.6
2022Q1,DE,DE,IE,IE,12,8.6,0.393,7.36,7.36,3806.2,139397,78359.5
2022Q1,DK,DK,IE,IE,4,8.8,0.182,4.42,4.42,3806.6,139397,5669.4
2022Q1,EE,EE,IE,IE,7,10.4,NA,2.44,2.44,3806.4,139397,1166.3
2022Q1,GR,GR,IE,IE,8,11.1,0.012,2.11,2.11,3806.1,139397,7306.6
2022Q1,ES,ES,IE,IE,11,8.9,0.384,3.79,3.79,4254.8,167997,41845.6
2022Q1,FI,FI,IE,IE,8,9.5,0.09,1.55,1.55,3806.6,139398,2988
2022Q1,FR,FR,IE,IE,14,7.9,0.386,4.13,4.13,3806.4,139398,48019.1
2022Q1,HR,HR,IE,IE,7,9.4,0.066,1.92,1.92,3806.5,139397,2021.8
2022Q1,HU,HU,IE,IE,8,9.3,0.252,4.07,4.07,3806.3,139397,6700.6
2022Q1,IT,IT,IE,IE,9,9.2,0.511,5.67,5.67,4255,167997,53645.9
2022Q1,LT,LT,IE,IE,8,9.6,0.075,1.92,1.92,3806.5,139397,2352.8
2022Q1,LU,LU,IE,IE,6,8.3,0.024,3.84,3.84,3806.6,139397,590.7
2022Q1,LV,LV,IE,IE,8,10.1,0.16,2.77,2.77,3806.4,139398,1950.3
2022Q1,MT,MT,IE,IE,4,9.5,0.03,1.77,1.77,3806.5,139398,460.3
2022Q1,NL,NL,IE,IE,8,6.9,1.44,12.87,12.87,3806.5,139397,15854
2022Q1,PL,PL,IE,IE,10,9.7,0.193,2.97,2.97,3806,139397,39062.1
2022Q1,PT,PT,IE,IE,10,8.2,0.554,3.47,3.47,3806.2,139398,9476.4
2022Q1,RO,RO,IE,IE,8,10.5,0.064,1.56,1.56,3806.1,139397,13045.9
2022Q1,SE,SE,IE,IE,5,9.2,0.179,3.14,3.14,3806.4,139397,8480.6
2022Q1,SI,SI,IE,IE,7,9.7,0.066,1.86,1.86,3806,139397,2066.9
2022Q1,SK,SK,IE,IE,8,9.2,0.166,1.85,1.85,3806.1,139397,4744.7
2022Q1,GB,GB,IE,IE,9,5.4,8.164,11,11,4781.6,178570,65886.6
2022Q1,IE,IE,IE,IE,1,4.7,0.423,0.31,0.31,3509.6,133301,3509.8
2022Q1,AT,AT,IT,IT,15,7.7,0.334,3.35,3.35,56230.6,1467586,8774
2022Q1,BE,BE,IT,IT,26,7.6,0.393,11.41,11.41,59339.3,1565211,11354.7
2022Q1,BG,BG,IT,IT,20,9.6,0.026,2.23,2.23,57468.7,1495218,5043.4
2022Q1,CY,CY,IT,IT,7,11.8,0.012,1.88,1.88,35484.6,1113767,854.9
2022Q1,CZ,CZ,IT,IT,15,8.7,0.047,4.45,4.45,54999.2,1461723,6605.6
2022Q1,DE,DE,IT,IT,42,7.9,0.732,8.21,8.21,59735.8,1576276,78640.3
2022Q1,DK,DK,IT,IT,20,8.9,0.149,7.39,7.39,53692.8,1436366,5669.4
2022Q1,EE,EE,IT,IT,13,10.1,0.007,3.47,3.47,53645.9,1424460,1166.3
2022Q1,GR,GR,IT,IT,16,9.5,0.132,2.67,2.67,55430.3,1454792,9561.9
2022Q1,ES,ES,IT,IT,26,8.2,0.798,3.98,3.98,57569.1,1518346,46023.6
2022Q1,FI,FI,IT,IT,20,9.7,0.545,2.85,2.85,53165.8,1417132,3993.3
2022Q1,FR,FR,IT,IT,35,7.5,1.13,5.23,5.23,59335.4,1565216,52985.9
2022Q1,HR,HR,IT,IT,13,8.5,0.12,2.25,2.25,54958.2,1447466,2990.2
2022Q1,HU,HU,IT,IT,16,8.5,0.115,3.08,3.08,55445.1,1469113,7576.5
2022Q1,IE,IE,IT,IT,10,8.7,0.201,5.4,5.4,51135.8,1360438,4254.5
2022Q1,IT,IT,IT,IT,29,5.8,1.913,4.53,4.53,59304.2,1555577,59822.6
2022Q1,LT,LT,IT,IT,11,9.8,0.018,2,2,49211.7,1316881,2352.7
2022Q1,LU,LU,IT,IT,10,7.2,0.34,5.18,5.18,55658.9,1446988,590.7
2022Q1,LV,LV,IT,IT,15,10.3,0.019,3.62,3.62,54444.7,1437244,1950.7
2022Q1,MT,MT,IT,IT,14,7.2,0.035,1.9,1.9,58113.1,1516928,460.5
2022Q1,NL,NL,IT,IT,24,7.5,0.771,14.43,14.43,59656.5,1572089,15856.3
2022Q1,PL,PL,IT,IT,16,9.2,0.147,3.45,3.45,54986.2,1475223,39101.1
2022Q1,PT,PT,IT,IT,14,9.2,0.429,6.17,6.17,57573.2,1518347,9646.9
2022Q1,RO,RO,IT,IT,19,8.8,0.048,1.7,1.7,57470.2,1495217,17782.9
2022Q1,SE,SE,IT,IT,22,9.4,0.101,5.84,5.84,53687.5,1436361,8538.3
2022Q1,SI,SI,IT,IT,14,9,0.112,3.15,3.15,55580.4,1467185,2066.5
2022Q1,SK,SK,IT,IT,10,7.7,0.325,1.42,1.42,54442,1437246,4745.1
2022Q1,GB,GB,IT,IT,31,8.2,1.14,10.43,10.43,58996.1,1546319,65884.5
2022Q1,BE,BE,LT,LT,12,8.8,0.004,5.1,5.1,2352.4,26729,11353.1
2022Q1,DE,DE,LT,LT,13,9,0.009,3.17,3.17,2352.6,26729,78501.6
2022Q1,DK,DK,LT,LT,5,7.5,0.026,2.87,2.87,2352.7,26729,5670.2
2022Q1,ES,ES,LT,LT,12,10.4,0.001,1.01,1.01,2352.4,26728,33013.6
2022Q1,FI,FI,LT,LT,6,5.8,0.073,0.87,0.87,2352.9,26728,2988.2
2022Q1,HU,HU,LT,LT,11,9.9,0.001,2.35,2.35,2353.2,26728,6046.4
2022Q1,IE,IE,LT,LT,7,9.1,0.013,1.46,1.46,2352.6,26728,3806.4
2022Q1,IT,IT,LT,LT,13,9.8,0.008,1.94,1.94,2352.9,26728,47762.2
2022Q1,LV,LV,LT,LT,2,4.8,0.07,1.3,1.3,2352.5,26728,1950.6
2022Q1,NL,NL,LT,LT,12,8.9,0.013,6,6,2352.7,26729,15855.7
2022Q1,SE,SE,LT,LT,10,7.8,0.02,1.96,1.96,2352.9,26729,8539
2022Q1,GB,GB,LT,LT,14,8.8,0.032,3.98,3.98,2352.9,26729,58879.9
2022Q1,AT,AT,LT,LT,10,9.2,0.004,1.1,1.1,2108.8,25047,8724.4
2022Q1,BG,BG,LT,LT,7,10.9,NA,0.6,0.6,1650.3,19935,3393.9
2022Q1,CY,CY,LT,LT,2,10.9,NA,0.44,0.44,2108.8,25047,854.9
2022Q1,CZ,CZ,LT,LT,7,9.6,NA,1.88,1.88,2108.6,25047,6606.1
2022Q1,EE,EE,LT,LT,3,7.3,0.014,2.36,2.36,2108.8,25046,1166.4
2022Q1,GR,GR,LT,LT,8,11,NA,1.13,1.13,1650.5,19935,6544.9
2022Q1,FR,FR,LT,LT,12,9.3,0.003,1.62,1.62,2108.6,25046,43988.7
2022Q1,HR,HR,LT,LT,6,9.8,NA,1.31,1.31,2108.6,25046,2772.7
2022Q1,LT,LT,LT,LT,1,6.8,NA,0.03,0.03,1538.6,18969,1538.6
2022Q1,LU,LU,LT,LT,6,8.5,0.002,2.21,2.21,2108.8,25046,590.7
2022Q1,MT,MT,LT,LT,3,10.5,0.002,0.83,0.83,1650.5,19935,460.4
2022Q1,PL,PL,LT,LT,6,8.6,0.183,1.78,1.78,2109,25046,34623.8
2022Q1,PT,PT,LT,LT,9,11.3,0,1.98,1.98,1650.4,19935,9339.5
2022Q1,RO,RO,LT,LT,6,10.8,NA,0.79,0.79,1650.4,19935,10950
2022Q1,SI,SI,LT,LT,6,10.5,NA,0.94,0.94,2108.7,25046,2067
2022Q1,SK,SK,LT,LT,4,8.6,0.004,0.35,0.35,2108.8,25046,1203.2
2022Q1,DE,DE,LU,LU,9,6.8,0.023,4.11,4.11,590.8,42848,59652.3
2022Q1,FR,FR,LU,LU,13,6.6,0.034,2.34,2.34,590.7,42848,43733.9
2022Q1,BG,BG,LU,LU,12,9.5,0.001,2.31,2.31,590.8,42848,4801.8
2022Q1,GR,GR,LU,LU,9,8.8,0.002,3.4,3.4,590.7,42848,8167.7
2022Q1,ES,ES,LU,LU,7,8.1,0.009,2.29,2.29,590.7,42848,33433
2022Q1,HR,HR,LU,LU,7,7.7,0.001,3.32,3.32,590.7,42848,2990.9
2022Q1,HU,HU,LU,LU,8,7.5,0.005,2.62,2.62,590.7,42848,6701.6
2022Q1,IE,IE,LU,LU,6,7.1,0.006,4.15,4.15,590.7,42848,3806.3
2022Q1,IT,IT,LU,LU,12,7.1,0.026,5.26,5.26,590.7,42848,57474.1
2022Q1,LT,LT,LU,LU,6,9.4,0.001,1.69,1.69,590.7,42848,2108.7
2022Q1,LV,LV,LU,LU,5,9.4,0.001,2.09,2.09,590.8,42848,1950.6
2022Q1,PT,PT,LU,LU,9,7.3,0.029,6.91,6.91,590.7,42848,9476.5
2022Q1,RO,RO,LU,LU,9,9.3,0.002,2.33,2.33,590.7,42848,10950.6
2022Q1,SI,SI,LU,LU,9,8.4,0.001,3.49,3.49,590.8,42848,2065.9
2022Q1,AT,AT,LU,LU,8,6.7,0.021,3.37,3.37,590.7,42848,8775.8
2022Q1,CY,CY,LU,LU,4,10.9,NA,1.29,1.29,590.7,42848,854.9
2022Q1,CZ,CZ,LU,LU,7,8.1,NA,4.44,4.44,590.7,42848,6605.7
2022Q1,DK,DK,LU,LU,5,7.3,0.018,5.47,5.47,590.7,42848,5670.2
2022Q1,EE,EE,LU,LU,4,9.4,NA,2.28,2.28,590.7,42848,1166.4
2022Q1,FI,FI,LU,LU,6,8.4,0.002,1.93,1.93,590.7,42848,2043.1
2022Q1,MT,MT,LU,LU,3,8.1,0.002,1.57,1.57,590.7,42848,460.3
2022Q1,NL,NL,LU,LU,2,4.3,0.064,2,2,590.8,42848,12567.2
2022Q1,PL,PL,LU,LU,6,8.4,0.005,3.96,3.96,590.7,42848,35540.3
2022Q1,SE,SE,LU,LU,7,7.8,0.011,4.36,4.36,590.7,42848,7239.5
2022Q1,SK,SK,LU,LU,4,7.1,0.038,1.5,1.5,590.8,42848,3475
2022Q1,GB,GB,LU,LU,7,6.9,0.082,6.44,6.44,590.7,42848,65329.4
2022Q1,BE,BE,LU,LU,1,5,0,0.01,0.01,590.7,42848,807.7
2022Q1,AT,AT,LV,LV,10,8.4,0.027,1.52,1.52,1950.5,20182,8776
2022Q1,BE,BE,LV,LV,7,8.6,0.014,5.38,5.38,1950.5,20182,11354
2022Q1,CY,CY,LV,LV,2,9.5,0.003,0.39,0.39,1950.4,20183,854.9
2022Q1,CZ,CZ,LV,LV,6,8.7,0.003,0.74,0.74,1950.5,20182,6605.8
2022Q1,DE,DE,LV,LV,13,8.8,0.026,3.47,3.47,1950.7,20183,78486.3
2022Q1,DK,DK,LV,LV,4,7.5,0.02,2.03,2.03,1950.3,20182,5670
2022Q1,EE,EE,LV,LV,2,4.9,0.133,1.74,1.74,1950.2,20183,1166.5
2022Q1,ES,ES,LV,LV,13,10.6,0.005,2,2,1950.4,20182,40263.2
2022Q1,FI,FI,LV,LV,5,5.1,0.097,1.52,1.52,1950.6,20182,3685.6
2022Q1,FR,FR,LV,LV,13,9.8,0.039,2.89,2.89,1950.4,20182,47544.2
2022Q1,HR,HR,LV,LV,8,10.2,NA,1.32,1.32,1950.2,20183,2020.9
2022Q1,HU,HU,LV,LV,11,8.6,0.012,0.96,0.96,1950.7,20182,6700.6
2022Q1,IE,IE,LV,LV,8,9.2,0.032,2.42,2.42,1950.2,20182,3806.2
2022Q1,IT,IT,LV,LV,17,10.2,0.011,3.52,3.52,1950.2,20182,56235.5
2022Q1,LT,LT,LV,LV,2,4.8,0.11,1.45,1.45,1950.5,20182,2352.8
2022Q1,LU,LU,LV,LV,4,9,0.003,1.86,1.86,1950.3,20182,590.7
2022Q1,LV,LV,LV,LV,1,7.3,0.013,0.04,0.04,708.5,5395,708.5
2022Q1,NL,NL,LV,LV,7,8.3,0.104,4.81,4.81,1950.4,20183,15856.7
2022Q1,PL,PL,LV,LV,9,8.8,0.011,1.17,1.17,1950.3,20182,39104.4
2022Q1,SE,SE,LV,LV,4,6.6,0.025,1.27,1.27,1950.3,20182,7798.2
2022Q1,SI,SI,LV,LV,10,10.2,NA,1.73,1.73,1950.6,20182,2066
2022Q1,SK,SK,LV,LV,5,8.5,0.031,0.62,0.62,1950.3,20182,3475.1
2022Q1,GB,GB,LV,LV,14,9.1,0.054,4.7,4.7,1950.1,20182,60768.1
2022Q1,BG,BG,LV,LV,9,10.9,0.001,1.33,1.33,1703.8,17839,4803
2022Q1,GR,GR,LV,LV,9,11.6,NA,2.14,2.14,1704,17839,6546
2022Q1,MT,MT,LV,LV,4,10,0.003,1.25,1.25,1704.1,17839,460.4
2022Q1,PT,PT,LV,LV,7,10.7,0.003,4.61,4.61,1703.8,17839,9533.5
2022Q1,RO,RO,LV,LV,7,11.3,NA,1.52,1.52,1703.8,17839,10949.8
2022Q1,AT,AT,MT,MT,8,7.6,0.008,1.18,1.18,460.4,6631,8118
2022Q1,BE,BE,MT,MT,9,8.3,0.01,5.31,5.31,460.3,6631,11353.9
2022Q1,BG,BG,MT,MT,6,9.9,0.002,0.75,0.75,460.3,6631,3543.6
2022Q1,CY,CY,MT,MT,2,7.5,0.007,0.71,0.71,460.5,6631,854.8
2022Q1,CZ,CZ,MT,MT,6,9.5,NA,1.9,1.9,460.4,6631,6605.9
2022Q1,DE,DE,MT,MT,11,8.9,0.019,4.08,4.08,460.4,6631,77471.9
2022Q1,DK,DK,MT,MT,7,9.8,0.003,2.98,2.98,460.4,6631,5670.2
2022Q1,EE,EE,MT,MT,4,10.6,0.001,1.52,1.52,460.4,6631,1166.2
2022Q1,GR,GR,MT,MT,3,5.9,0.002,0.42,0.42,460.3,6631,8783.4
2022Q1,ES,ES,MT,MT,8,8.2,0.012,0.56,0.56,460.3,6631,33013.9
2022Q1,FI,FI,MT,MT,7,10.7,NA,1.12,1.12,460.5,6631,2043.2
2022Q1,FR,FR,MT,MT,11,8.4,0.01,1.88,1.88,460.4,6631,47465.2
2022Q1,HR,HR,MT,MT,3,6.6,0.001,0.22,0.22,460.5,6631,2771.9
2022Q1,HU,HU,MT,MT,5,6.8,0.005,0.71,0.71,460.3,6631,6047
2022Q1,IE,IE,MT,MT,7,9.4,0.007,1.94,1.94,460.4,6631,3806.1
2022Q1,IT,IT,MT,MT,12,7.1,0.013,2.14,2.14,460.4,6631,58116.5
2022Q1,LT,LT,MT,MT,4,10,0.003,0.66,0.66,460.4,6631,1650.5
2022Q1,LU,LU,MT,MT,3,8,0.003,1.29,1.29,460.4,6631,590.7
2022Q1,LV,LV,MT,MT,3,10.1,0.003,1.62,1.62,460.5,6631,1703.9
2022Q1,NL,NL,MT,MT,10,8.7,0.013,5.43,5.43,460.4,6631,15854.9
2022Q1,PL,PL,MT,MT,4,8.7,0.005,1.15,1.15,460.4,6631,29705.2
2022Q1,PT,PT,MT,MT,2,6.1,0.003,0.24,0.24,460.5,6631,8898.9
2022Q1,RO,RO,MT,MT,4,7.7,0.002,0.35,0.35,460.3,6631,9775.8
2022Q1,SE,SE,MT,MT,8,10.4,NA,2.32,2.32,460.5,6631,7239.6
2022Q1,SI,SI,MT,MT,8,8.9,0.001,2.1,2.1,460.5,6631,2066
2022Q1,SK,SK,MT,MT,3,6.5,0.007,0.45,0.45,460.4,6631,3124.6
2022Q1,GB,GB,MT,MT,11,8.5,0.024,4.13,4.13,460.3,6631,61803.9
2022Q1,ES,ES,NL,NL,26,8.3,5.222,13.66,13.66,17094,631801,45935.5
2022Q1,NL,NL,NL,NL,3,5.2,11.884,0.23,0.23,17096.7,631800,17094.7
2022Q1,AT,AT,NL,NL,20,7.1,2.955,10.1,10.1,15855.5,562279,8774.8
2022Q1,BE,BE,NL,NL,2,5.3,11.837,0.28,0.28,12565.1,450003,11354.6
2022Q1,BG,BG,NL,NL,23,9.6,0.519,4.7,4.7,15857.1,562280,7014.4
2022Q1,CY,CY,NL,NL,8,11.5,0.124,5.6,5.6,15855.5,562281,854.8
2022Q1,CZ,CZ,NL,NL,10,7.4,3.844,6.45,6.45,15855.6,562279,6605.9
2022Q1,DE,DE,NL,NL,28,6.6,9.256,7.97,7.97,15855.4,562280,78382.8
2022Q1,DK,DK,NL,NL,16,6.4,10.604,10.21,10.21,15854.3,562279,5675.3
2022Q1,EE,EE,NL,NL,10,9,0.658,7.93,7.93,15857.3,562280,1166.5
2022Q1,GR,GR,NL,NL,18,9.5,1.322,9.19,9.19,15855.4,562281,9545.9
2022Q1,FI,FI,NL,NL,16,7.9,2.889,4.3,4.3,15856.4,562278,4058.9
2022Q1,FR,FR,NL,NL,23,6.8,7.921,6.93,6.93,15856.9,562281,54824.3
2022Q1,HR,HR,NL,NL,12,7.8,1.153,6.54,6.54,15854.3,562281,3074.4
2022Q1,HU,HU,NL,NL,15,8,2.368,8.32,8.32,15855.3,562280,9030.7
2022Q1,IE,IE,NL,NL,8,6.6,9.874,12.01,12.01,15855.3,562279,3806.4
2022Q1,IT,IT,NL,NL,24,7.8,5,14.28,14.28,15856,562279,59835.6
2022Q1,LT,LT,NL,NL,13,8.6,0.387,5.29,5.29,15856.6,562280,2353.2
2022Q1,LU,LU,NL,NL,2,4.5,1.946,1.97,1.97,12567.8,450003,590.7
2022Q1,LV,LV,NL,NL,9,8.9,1.668,4.78,4.78,15857.2,562280,1950.4
2022Q1,MT,MT,NL,NL,11,9.3,0.185,5.32,5.32,15853.8,562281,460.4
2022Q1,PL,PL,NL,NL,14,8.3,3.093,7.84,7.84,15856.8,562278,36412.5
2022Q1,PT,PT,NL,NL,20,8.8,2.256,15.31,15.31,15853.8,562280,9885.1
2022Q1,RO,RO,NL,NL,16,9.2,2.009,5.83,5.83,15854.8,562278,15475.6
2022Q1,SE,SE,NL,NL,18,7.2,10.551,7.66,7.66,15855.1,562280,8539.4
2022Q1,SI,SI,NL,NL,13,8.6,0.746,7.04,7.04,15857,562278,2066.8
2022Q1,SK,SK,NL,NL,10,7.7,2.576,4.14,4.14,15854.9,562281,4744.8
2022Q1,GB,GB,NL,NL,21,6,14.547,15.17,15.17,15855.2,562281,66253.3
2022Q1,IE,IE,PL,PL,9,9.1,0.026,2.84,2.84,39065.1,354919,3806.1
2022Q1,GB,GB,PL,PL,18,8.7,0.105,6.47,6.47,39065.1,354917,65873.4
2022Q1,AT,AT,PL,PL,13,8.4,0.14,2.4,2.4,38556.3,351040,8774.6
2022Q1,BE,BE,PL,PL,16,8.4,0.172,9.91,9.91,36415,332302,11353.4
2022Q1,BG,BG,PL,PL,8,9.8,0.172,1.31,1.31,38228.3,347889,4954.4
2022Q1,CY,CY,PL,PL,6,11.1,0.005,0.86,0.86,29374.5,281836,854.8
2022Q1,CZ,CZ,PL,PL,7,8.5,0.52,1.76,1.76,37929.8,345976,7115.3
2022Q1,DE,DE,PL,PL,19,8.4,0.128,5.71,5.71,39098.8,354443,78369.2
2022Q1,DK,DK,PL,PL,8,7.6,0.101,2.19,2.19,39103.6,354447,5670.2
2022Q1,EE,EE,PL,PL,6,9.6,0.161,3.07,3.07,37601.2,342827,1166.4
2022Q1,GR,GR,PL,PL,8,9.7,0.007,0.96,0.96,34950,324106,8502.9
2022Q1,ES,ES,PL,PL,21,9.9,0.018,2.52,2.52,38478.3,349378,36973
2022Q1,FI,FI,PL,PL,11,7.6,0.367,0.7,0.7,36413.9,332300,3685.4
2022Q1,FR,FR,PL,PL,19,8.9,0.177,3.73,3.73,38556.7,351044,49498
2022Q1,HR,HR,PL,PL,7,8.7,0.064,2.01,2.01,37603.7,342826,3386.2
2022Q1,HU,HU,PL,PL,12,8.2,0.571,1.75,1.75,38478.9,349383,6701.7
2022Q1,IT,IT,PL,PL,15,9,0.079,3.32,3.32,39105,354447,55779.1
2022Q1,LT,LT,PL,PL,5,8.6,0.405,2.05,2.05,38224.8,347887,2108.7
2022Q1,LU,LU,PL,PL,6,8.4,0.013,4.27,4.27,35539.9,325749,590.7
2022Q1,LV,LV,PL,PL,10,8.6,0.012,1.19,1.19,35498.2,327508,1950.6
2022Q1,MT,MT,PL,PL,5,8.4,0.006,0.97,0.97,29703.7,284990,460.4
2022Q1,NL,NL,PL,PL,16,8.2,0.291,8.56,8.56,36417.1,332303,15854.6
2022Q1,PL,PL,PL,PL,6,6.7,0.573,1.47,1.47,38230.1,347888,38224
2022Q1,PT,PT,PL,PL,12,10.7,0.028,3.52,3.52,35387.3,324309,9476.7
2022Q1,RO,RO,PL,PL,6,10,0.381,1.28,1.28,38229.4,347891,10951.1
2022Q1,SE,SE,PL,PL,10,8.2,0.088,1.73,1.73,39098.9,354443,8188.6
2022Q1,SI,SI,PL,PL,7,9.4,0.049,2.17,2.17,38224.7,347893,2066.7
2022Q1,SK,SK,PL,PL,7,8.1,0.126,0.86,0.86,35870.7,328896,4745.2
2022Q1,AT,AT,PT,PT,16,9.8,0.222,5.4,5.4,9643,160741,8775.5
2022Q1,BE,BE,PT,PT,20,8.6,0.533,15.26,15.26,9641.4,160742,11354.3
2022Q1,BG,BG,PT,PT,14,12.2,0.017,1.94,1.94,9340.1,156292,4802.7
2022Q1,CZ,CZ,PT,PT,12,10.1,0.208,5.22,5.22,9641.9,160740,6606.1
2022Q1,DE,DE,PT,PT,25,9.5,0.478,12.46,12.46,9641.8,160740,78499.2
2022Q1,DK,DK,PT,PT,17,9.9,0.23,7.15,7.15,9862.2,164877,5669.2
2022Q1,GR,GR,PT,PT,12,11.1,0.069,3.88,3.88,9448.4,157824,7914.7
2022Q1,ES,ES,PT,PT,18,6.3,0.911,4.45,4.45,9755.3,162410,44947.8
2022Q1,FI,FI,PT,PT,18,11.1,0.206,3,3,9476.4,158359,2988.4
2022Q1,FR,FR,PT,PT,23,7.6,1.015,7.08,7.08,9672,161185,57273.5
2022Q1,HR,HR,PT,PT,12,10,NA,3.53,3.53,9339.2,156292,2856.5
2022Q1,HU,HU,PT,PT,17,10.3,0.047,4.85,4.85,9643.1,160740,6701.5
2022Q1,IE,IE,PT,PT,9,8.6,0.626,4.14,4.14,9533.5,159208,3806
2022Q1,IT,IT,PT,PT,17,9.6,0.419,6.93,6.93,9641.5,160740,57569.4
2022Q1,LV,LV,PT,PT,9,12,0.017,4.17,4.17,9586.5,159892,1950.2
2022Q1,MT,MT,PT,PT,3,7.8,0.01,0.38,0.38,9078.1,151255,460.4
2022Q1,NL,NL,PT,PT,19,8.8,0.463,17.69,17.69,9642.3,160741,15855
2022Q1,PT,PT,PT,PT,14,5.4,1.41,1.72,1.72,10112.6,166911,10005.2
2022Q1,RO,RO,PT,PT,12,11.9,0.017,2.1,2.1,9339.5,156292,10950.3
2022Q1,SE,SE,PT,PT,20,10.4,0.197,5.71,5.71,9855.1,164772,8481.3
2022Q1,SK,SK,PT,PT,12,10.2,0.195,2.1,2.1,9642.4,160740,3475.3
2022Q1,GB,GB,PT,PT,18,8.2,2.416,8.39,8.39,9642.2,160742,66353.3
2022Q1,CY,CY,PT,PT,5,13.2,NA,2.08,2.08,9339,156291,854.9
2022Q1,EE,EE,PT,PT,9,11.3,NA,3.24,3.24,9340.5,156291,1166.4
2022Q1,LT,LT,PT,PT,9,11.4,0,1.46,1.46,9339.1,156292,2108.6
2022Q1,LU,LU,PT,PT,9,7.7,0.052,8.08,8.08,9533.6,159207,590.7
2022Q1,PL,PL,PT,PT,15,10.8,0.057,4.01,4.01,9477.1,158358,37063
2022Q1,SI,SI,PT,PT,12,10.4,NA,3.3,3.3,9339.7,156292,2066.5
2022Q1,BE,BE,RO,RO,18,8.9,0.056,5.48,5.48,16360.4,114669,11352.6
2022Q1,DE,DE,RO,RO,20,9,0.066,3.17,3.17,17673.6,120880,78506.7
2022Q1,FR,FR,RO,RO,17,9.2,0.132,1.86,1.86,16826.4,116724,47542.6
2022Q1,NL,NL,RO,RO,17,9,0.177,5.76,5.76,17671.9,120882,15856.5
2022Q1,RO,RO,RO,RO,5,5.4,0.174,0.53,0.53,13055.4,95572,11878.3
2022Q1,GB,GB,RO,RO,18,9.4,0.15,3.37,3.37,19181.7,129306,65878.4
2022Q1,BG,BG,RO,RO,9,6.3,0.019,0.17,0.17,14731.1,107152,3543.9
2022Q1,CZ,CZ,RO,RO,6,9,0.012,1.13,1.13,12534.3,95177,6606.3
2022Q1,GR,GR,RO,RO,7,7.6,0.026,0.6,0.6,14730.2,107151,8521.5
